contexto,palavra,classe,genero,correcao_classe,correcao_palavra,genero_derivacao,tipo_nome,correcao_genero,animacidade,marca_genero_raiz,marca_genero_desinencia,marca_genero_concord,forma_heteronimo,tipo_substantivo,qual_heteronimo
não                       não investe a devida   da verdade,devida,substantivo,['Fem'],adjetivo,,-,-,-,-,-,-,-,-,-,
o cimento                       tem uns ferros mas não,ferros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
geografia                       que ela é doutora formada aqui pela,doutora,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,uniforme,
aí lá o que divergia de                       de,divergia,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
eu tinha havia pensado em publicidade                         por quê,publicidade,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
envolve publicidade de um                       portal aqui de Aracaju,portal,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
empresa                       era responsável pelos posts no Facebook Twitter,posts,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
posts no Facebook Twitter nas mídias sociais da empresa,mídias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu peguei climatologia sistemática                       cartografia básica geografia e,cartografia,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
Estados Unidos também                         a intervenção da Rússia,intervenção,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a vai continuar sendo                       submissa a maior,submissa,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,uniforme,
conflito                       até                       o estopim que eu acho,estopim,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
aí ela vai querer tomar uh                       lugar dos,uh,substantivo,['Masc'],onomatopeia,,-,-,-,-,-,-,-,-,-,
e                       foi feito um tratado pra isso num,tratado,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
mim cotas                       é a reformulação da prova pra,reformulação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
mim é totalmente                        tá todinha errada tempo a,todinha,substantivo,['Fem'],adverbio,,-,-,-,-,-,-,-,-,-,
ser mudada                                                 uh quais sugestôes você daria pra,sugestôes,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
pra mim o transformou a educaçação   no,educaçação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a gente vê a romantização da mídia enquanto,romantização,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
a redação                       formação dos deficientes                       au,deficientes,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,não,não,sim,não,uniforme,
au   não dos defo   a formação,defo,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
formar mesmo o pessoal das licenciaturas                                               um aluno,licenciaturas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
área né   definida   destinação ou já,destinação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
já eu quero ir pra geografias humanas                       mas,geografias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
humanas                       mas ali pra geopolítica                       é algo,geopolítica,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
situação crítica principalmente pela                       polarização de dois grupos,polarização,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
de um golpe e os reflexos que ele,reflexos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
Lula                         esse monte de pu   deputado sendo,pu,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
esse monte de pu   deputado sendo preso por,deputado,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
tenha                       não que aquele triplex não seja dele,triplex,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,não,não,sim,não,uniforme,
tirou o Brasil de uma exter   de uma,exter,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
uma exter   de uma dívida externa tirou o,dívida,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
foram   bem mais acertos do que erros,acertos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
em São Paulo                       da fami   dos familiares,fami,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
deu certo ele acabou pedindo afastamento e ficando por,afastamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
falar                       que é uma distribuidora de energia,distribuidora,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,uniforme,
trazem as pessoas                       traz parquinho essas coisas fica,parquinho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
último final de semana do mÊs                         você gosta,mÊs,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
um espaço lá chamado Armazém ponto com,Armazém,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
não sei se falaram                       cru                       parece,cru,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
era como é que                         qu tinha que plantar,qu,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
fazia como se fosse um mutirão                       aí,mutirão,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
aí                       tinha a estal                       estalar que,estal,substantivo,['Masc'],verbo,estalar,-,-,-,-,-,-,-,-,-,
estalar que é tirar aquele talo do centro,talo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
colocando os on   os montinhos                       da,montinhos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
e nisso ele separava nos paus                       pra ficar,paus,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
pra ficar os                       bolos de fumo,bolos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
cobrar                       cobrir com aquelas lonas                       pretas pra,lonas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
cobrir com aquelas lonas                       pretas pra                       e,pretas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um ambiente úmido e causar bolor                       aí estragava,bolor,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
estragava o fumo até o cheiro                       a pessoa,cheiro,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
quando o fumo tinha pegado mofo e precisava um,mofo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
o fumo que faz o cigarro essas coisas,cigarro,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
digamos que aquele                       aquele matinho que o pessoal,matinho,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tem lá é a dos apicultores                       mas eu,apicultores,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
mesmo        tem tipo uma salinha ela colocou,salinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ela dá                       reforço pra autista                       geralmente essas,autista,substantivo,['Fem'],,,não,comum,masculino e feminino,mais,não,não,sim,não,uniforme,
todo mundo que tem o domínio e a,domínio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
um pouco meio que o gon                       governo né,gon,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
interior tem essas coisa de lan house                       de,lan,substantivo,['Fem'],,,não,estrangeirismo,feminino,menos,não,não,sim,não,uniforme,
ajudar na   no                        custeio né                        aí,custeio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
onde você morar                         a estadia                         mas não,estadia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
me inscrevi                       trouxe as documentações                       aí na,documentações,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
regras de você fazer a faxina                       e se,faxina,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
paga um real por cada ute   utensílio,ute,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
real por cada ute   utensílio                       você deixa,utensílio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
ao menos                                             tratava com indiferença                       e quando,indiferença,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
menina pediu pra registrar na atal                       tem registrado,atal,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
se a a questão da implicância comigo era ainda,implicância,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
era ainda por causa da tesouraria                       mas eu,tesouraria,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tratando as pessoas com ignorância e                       eu,ignorância,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
foram passada                         algumas instruções ou você aprendeu,instruções,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
é   essa questão de regimento                                                  de ata,regimento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
comida pra todo mundo                       fulana de ma,fulana,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,uniforme,
fazendo almoço outro fulano                       almoça mais no ou,almoça,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
reais e sessenta e seis centavos                       que é,centavos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
nisso                       foi um   pivo   que eu,pivo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
com a                       com as correrias de da universidade,correrias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
da residência pedir transferência pra Universidade de São,Universidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
um                       o meu refúgio                       foi o,refúgio,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
vezes não tá ao meu alcance                       e como,alcance,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
identifiquei nesse ponto                       que falavra   que falava,falavra,substantivo,['Fem'],,palavra,não,comum,feminino,menos,sim,não,não,não,uniforme,
Médico soubesse que era de cotista não ia deixar,cotista,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,sim,não,sim,não,uniforme,
fala assim                       dá umas piadinha   oh quem,piadinha,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
meu departamento                       tem uma legistlação que você só,legistlação,substantivo,['Fem'],,legislação,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
questões de do departamento essas legislações                       essa falta,legislações,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
legislações                       essa falta de acolhimento                       mas assim,acolhimento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
assim atualmente                       tal o Chefe de departamento que,Chefe,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,não,sim,não,não,uniforme,
que têm mais são mais filhinho de papai não,filhinho,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
mais são mais filhinho de papai não sei se,papai,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,sim,sim,biforme,mamãe
tem                       Transferência de   Massa oh desculpa Transferência,Massa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
Massa                       que era a anual                       aí agora,anual,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
anual                       aí agora virou semestral                       todo mundo,semestral,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que eram anuais virarem semestrais continue                       é,semestrais,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
não me vejo com essa apitidão da área acadêmica,apitidão,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
essa   esse                       essa desenvoltura pra ensinar eu,desenvoltura,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
tanta afinidade                       pra tentar bucar e pra tentar,bucar,substantivo,['Masc'],verbo,buscar,-,-,-,-,-,-,-,-,-,
tavam entrando agora chamando de bruxinhos assim no sentido,bruxinhos,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
auxílio esporte que eu sou atleta                         ah e,atleta,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,sim,não,sim,não,uniforme,
pra poder                       tomar a va                          as vez,va,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
queira né                       que é espor                       não,espor,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
nos diferenciam                       quem é atleta e quem não,atleta,substantivo,['Fem'],,,não,comum,masculino e feminino,mais,não,não,sim,não,uniforme,
vai ter                       porque o auxí                       num é,auxí,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
com um professor responsável pela pasta                       do esporte,pasta,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
acho que é a   recomendação   deles,recomendação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
tem como                       um um brincar                       acho que,brincar,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,sim,não,uniforme,
da mesma cidade com distâncias diferentes                       você,distâncias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
cê conhece mais a                       in loco                       por,in,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
assim festas                         é alguma festividade                         de religiosidade,festividade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
é alguma festividade                         de religiosidade                         num sei,religiosidade,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
os os as                       as datas todo ano já,datas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
dias das no   das novenas e no final,novenas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
do padroeiro                       tanto a social como a religiosa,social,substantivo,['Fem'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
porque teve algumas                       alguns intercurso com                       a,intercurso,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
as                       as                       a vizinhança que tem do,vizinhança,substantivo,['Fem'],,,não,comum,feminino,mais,sim,não,não,não,uniforme,
assaltado por aqui                       vários amios já foram assaltados,amios,substantivo,['Masc'],,amigos,não,comum,masculino,mais,não,sim,não,não,uniforme,
as vezes é caso de traição                         ah sei,traição,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
mesmo trabalhando na roça no autônomo ele falou,autônomo,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
tia minha já depois de velha                       ela com,velha,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,uniforme,
parte de minha mãe somos negros                       já a,negros,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
ah sei                       os mais velhos conseguiram tem,velhos,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,não,uniforme,
cê quer fazer uma cerveja                       cê vai,cerveja,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
cê vai desde o malte desde as matérias,malte,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que fazem todos aqueles ajustes que a engenharia,ajustes,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
agregado em um determinado insumo                       que é,insumo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
melhor                       pronto tem um composto chamado                       agora,composto,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que está na nas cascas do de frutas,cascas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
laranja                       sabe aquele   albedo   da laranja,albedo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
é utilizado na fabricação de geléias o produto que,geléias,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e é disperdiçado tem na casca de laranja tem,casca,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
naquela parte branca da do maracujá também tem,maracujá,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eu fiz   algumas   análises de uns outras,análises,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
análises de uns outras alternativas                        busquei na,alternativas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e busquei com a jaca com                       foi,jaca,substantivo,['Fem'],,jáca,não,comum,feminino,menos,sim,não,não,não,uniforme,
mais                       jaca e o chuchu                         um sei,chuchu,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
imagine a composição de geléia                       ele é,geléia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
que   há   mais disperdício                       porque o,disperdício,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
você desperdiça                       ele tem licopeno aquela parte vermelha,licopeno,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
licopeno dele                       é um corante natural                                                um,corante,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
um corante natural                                                um antioxidante natural                       é,antioxidante,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
é o licopeno                       o calotenol e tudo,calotenol,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tudo                       tudo isso tem nali dentro e você,nali,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
que                       uh                       o proces   faz todo,proces,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
proces   faz todo o processamento que é,processamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
o tratamento químico                       com ácidos com bases,ácidos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
prefiro mais a área da emgenharia                       em si,emgenharia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
de todos os                       os gêneros de todo um,gêneros,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
foi esse foi                       as persona   as pessoas,persona,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
ou a convivência                       era comp   é complicado,comp,substantivo,['Masc'],adjetivo,complicado,-,-,-,-,-,-,-,-,-,
o outro pra                       pra ecologia                       é,ecologia,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
tipo   pagar o aluguél sozinho foi por,aluguél,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
eu quem pago todo minha dispesa aqui em Aracaju,dispesa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
do pensamento dela                       o pesamento dela era esse,pesamento,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
aí eu num num consigo                         mas tá,consigo,substantivo,['Masc'],verbo,,-,-,-,-,-,-,-,-,-,
convidado   à fazer praticar karatê                       aí tou,karatê,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,não,não,sim,não,uniforme,
assim                         tem as                           nomeclaturas de                          sim,nomeclaturas,substantivo,[],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
atleta                                                por exemplo você malha mas tem algum,malha,substantivo,['Fem'],verbo,,-,-,-,-,-,-,-,-,-,
você é atleta de fisiculturismo                         ah entendi,fisiculturismo,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tinha corrido como um                       fut   jogando futebol,fut,substantivo,['Masc'],,futebol,não,comum,masculino,menos,sim,não,não,não,uniforme,
que consegui fazer os cem metro ele achou bom,metro,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
é karatê jiu jitsu                       judô essas coisas,judô,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,não,não,sim,não,uniforme,
eu ren   tem o handball                       todos os,handball,substantivo,['Masc'],,,não,estrangeirismo,masculino,menos,não,não,sim,não,uniforme,
tem o time de basque   tem o,basque,substantivo,['Fem'],,,não,estrangeirismo,masculino,menos,sim,não,não,não,uniforme,
quatorze anos era ia pra fe   ter quatorze,fe,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
banana inhame macaxeira batata                       melância                       essas coisas,melância,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
trabalhei mas fui bolsista                       pesqui                         da área,pesqui,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
as três áreas da do dentro do curso,dentro,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
com ci    com a tecno   com a,tecno,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
que é a parte de modelagem computacional                                                é,modelagem,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
indústria                       por exemplo uma secagem                       eu tou,secagem,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
eu tou botando uma acelora pra secar no,acelora,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
eu fiz vinho de de mangaba                         ah nossa,mangaba,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
vinho de mangaba isso                          interessantíssimo                       novos produtos,interessantíssimo,substantivo,['Masc'],adjetivo,,-,-,-,-,-,-,-,-,-,
a gente já fez entrevistas aqui                         e,entrevistas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
aprova tem menos forma   formandos                       cê for,formandos,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,sim,uniforme,
se eu quero ser                       parceiro da eu tenho,parceiro,substantivo,['Masc'],,,não,comum,masculino,mais,não,sim,não,sim,uniforme,
ser meu                       quer ajudas os meus alunos,ajudas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
a fazer isso                       em compensação na                       você,compensação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
caso a universidade   fica parceira das empresas,parceira,substantivo,['Fem'],,,não,comum,feminino,mais,não,sim,não,não,uniforme,
essas coisas que é alguns pontinhos que não,pontinhos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
não fecham né                                                essas contazinhas                         e você,contazinhas,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
só tenho duzentas e quaren   é no,quaren,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
tem muita num tem muita voz aqui dentro,voz,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
mas é assim mesmo aconte   é acontece,aconte,substantivo,['Masc'],verbo,acontece,-,-,-,-,-,-,-,-,-,
acontece sempre vai ter os nãos e os sim,nãos,substantivo,['Masc'],,,não,impróprio,masculino,menos,sim,não,não,não,uniforme,
pessoas pensam que o                       quociente de inteligência não,quociente,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mail                       aguarde pra                       seleca   a próxima,seleca,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
número do seu celular                       código sete nove,código,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
mesmo                       não tem vários apelidos                         ah,apelidos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
o                       o trajeto de oitocentos                       metros a,oitocentos,substantivo,['Masc'],numeral,,-,-,-,-,-,-,-,-,-,
três chances anteriores                                                ficoi dois dia,ficoi,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
é uma lista enorme                                                 comprovante de                       residência,comprovante,substantivo,['Masc'],,,não,deverbal,masculino,menos,sim,não,não,não,uniforme,
quando abre uma chance                       corro pra lá rápido,corro,substantivo,['Masc'],verbo,,-,-,-,-,-,-,-,-,-,
dessa vida                       trabalho                       roceiro                       e,roceiro,substantivo,['Masc'],,,não,comum,masculino,menos,não,sim,não,não,uniforme,
algumas                       comemorações ou                       adjuntos                       que ela,adjuntos,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
nos finais de semana                       ge                       logo no,ge,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
aí                       como ela é citricultora nessa época ela,citricultora,substantivo,['Masc'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
dinheiro da   da uma safra de laranja e,safra,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
deficiente visual                       o                         auditiva                       auditiv,auditiva,substantivo,['Fem'],-,-,-,-,-,-,-,-,-,-,-,
rapaz que                       sofreu o dano                       foi lá,dano,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
não lembro qual foi a outr   a minha,outr,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
a nota não sabia qual colocação tinha ficado nada,colocação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
de treze filhos                         ai                         eu já,ai,substantivo,['Masc'],marcador discursivo,,-,-,-,-,-,-,-,-,-,
porque eu vou ser o protagonista da situação da,protagonista,substantivo,['Masc'],,,não,comum,masculino e feminino,mais,não,não,sim,não,uniforme,
mas                       teve assim a euforia mas comemoração,euforia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
cá você                         sentiu ou al                         ouviu alguém,al,substantivo,['Masc'],-,-,-,-,-,-,-,-,-,-,-,
achei que ia vir pra Faixa de Gaza,Faixa,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
antes da Biologia e da Morfologia                           quando eu,Morfologia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
sociedade quando você faz essa junção                                                e isso,junção,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
é o lugar que o cão inventou                        não,cão,substantivo,['Masc'],,,não,comum,masculino,mais,sim,não,não,sim,biforme,cadela
coisas assim vai saber as capitais dos lugares,capitais,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
o Geógrafo é um                                                construtor de mapas,construtor,substantivo,['Masc'],,,não,deverbal,masculino,mais,sim,não,não,não,uniforme,
margem direita margem esquerda decorar capitais e coisas desse,capitais,substantivo,['Masc'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
e coisas desse tipo                       fruto de uma Geografia,fruto,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
tá passando por uma                       transformação                                             e essa,transformação,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
se expandindo pra o                       oeste                       porque sei,oeste,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
Umbaúba                                                    é sobre uma bacia de drenagem,bacia,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
é sobre uma bacia de drenagem                       que,drenagem,substantivo,['Fem'],,,não,deverbal,feminino,menos,sim,não,não,não,uniforme,
o canal mas desde a vertente que drena as,vertente,substantivo,['Fem'],,,não,comum,feminino,menos,sim,não,não,não,uniforme,
área abrangida por um                       córrego                       principal e,córrego,substantivo,['Masc'],,,não,comum,masculino,menos,sim,não,não,não,uniforme,
